Title,Publication Year,Publication url,Abstract,Abstract entirety
"Artificial Intelligence Applications and Innovations: Proceedings of the 5th IFIP Conference on Artificial Intelligence Applications and Innovations (AIAI'2009), April 23-25, 2009, Thessaloniki, Greece",2009,https://books.google.com/books?hl=en&lr=&id=BrGxEVpiiRIC&oi=fnd&pg=PA1&dq=info:5CMCKC9k0awJ:scholar.google.com&ots=gU5I45643K&sig=iuW1mz2LpYbt9-pqHePv-qjnhQg,"The ever expanding abundance of information and computing power enables-searchers and users to tackle highly interesting issues, such as applications prov-ing personalized access and interactivity to multimodal information based on user preferences and semantic concepts or human-machine interface systems utilizing information on the affective state of the user. The general focus of the AIAI conf-ence is to provide insights on how AI can be implemented in real world applications. This volume contains papers selected for presentation at the 5th IFIP Conf-ence on Artificial Intelligence Applications & Innovations (AIAI 2009) being held from 23rd till 25th of April, in Thessaloniki, Greece. The IFIP AIAI 2009 conf-ence is co-organized by the Aristotle University of Thessaloniki, by the University of Macedonia Thessaloniki and by the Democritus University of Thrace. AIAI 2009 is the official conference of the WG12. 5"" Artificial Intelligence Appli-tions"" working group of IFIP TC12 the International Federation for Information Processing Technical Committee on Artificial Intelligence (AI). It is a conference growing and maintaining high standards of quality. The p-pose of the 5th IFIP AIAI Conference is to bring together researchers, engineers and practitioners interested in the technical advances and business/industrial-plications of intelligent systems. AIAI 2009 is not only focused in providing-sights on how AI can be implemented in real world applications, but it also covers innovative methods, tools and ideas of AI on architectural and algorithmic level.",1
Incremental clustering for the classification of concept-drifting data streams,2008,https://www.researchgate.net/profile/Grigorios-Tsoumakas/publication/228980443_Incremental_Clustering_for_the_Classification_of_Concept-Drifting_Data_Streams/links/57357df008ae9ace840962a9/Incremental-Clustering-for-the-Classification-of-Concept-Drifting-Data-Streams.pdf,"Concept drift is a common phenomenon in streaming data environments and constitutes an interesting challenge for researchers in the machine learning and data mining community. This paper proposes a probabilistic representation model for data stream classification and investigates the use of incremental clustering algorithms in order to identify and adapt to concept drift. An experimental study is performed using three real-world datasets from the text domain, a basic implementation of the proposed framework and three baseline methods for dealing with drifting concepts. Results are promising and encourage further investigation.",1
"Summarization of multiple, metadata rich, product reviews",2008,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.511.4651&rep=rep1&type=pdf,"Modern successful on-line shops and product comparison sites allow consumers to express their opinion on products and services they purchased. Although such information can be useful to other potential customers, reading and mentally processing quite a few dozens or even hundreds of reviews for a single product is tedious and time consuming.In this paper, we propose ReSum a novel summarization approach for multiple, metadata augmented, product reviews. We argue that the contribution of additional information (metadata) such as the user's expertise, the usefulness of the review to other users, etc., is significant and can result in improved summaries. The summarization algorithm we propose outperforms two commercial, general purpose summarizers that ignore such metadata.",1
Visual Representation of web service composition problems through VLEPpO,2007,http://ftp.informatik.rwth-aachen.de/Publications/CEUR-WS/Vol-302/paper6.pdf,"This paper discusses the problem of the automatic composition of Semantic Web Services. Web Services constitute a new computing paradigm, which provides a standardized framework that facilitates the interoperability among software systems and machines that are accessible through the Internet. Semantics can significantly improve software reuse and discovery and allow the automatic composition of Web Services in order to produce large scale applications. The use of VLEPpO for the automatic composition of Web Services is proposed. VLEPpO is a visual programming tool for designing planning problems using visual elements and simple mouse operations. In the tool the user simply defines the properties of the available Web Services and the global goals of the application. Then VLEPpO automatically forms the description as a planning problem, solves it by calling an appropriate planning system and exports the solution either to a Web Service execution monitoring system or to a UDDI registry.",1
Hybrid ace: Combining search directions for heuristic planning,2005,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8640.2005.00275.x,"One of the most promising trends in Domain‐Independent AI Planning, nowadays, is state‐space heuristic planning. The planners of this category construct general but efficient heuristic functions, which are used as a guide to traverse the state space either in a forward or in a backward direction. Although specific problems may favor one or the other direction, there is no clear evidence why any of them should be generally preferred. This paper presents Hybrid‐AcE, a domain‐independent planning system that combines search in both directions utilizing a complex criterion that monitors the progress of the search, to switch between them. Hybrid AcE embodies two powerful domain‐independent heuristic functions extending one of the AcE planning systems. Moreover, the system is equipped with a fact‐ordering technique and two methods for problem simplification that limit the search space and guide the algorithm …",0
Mining for weak periodic signals in time series databases,2005,https://content.iospress.com/articles/intelligent-data-analysis/ida00194,"Periodicity is a particularly interesting feature, which is often inherent in real world time series data sets. In this article we propose a data mining technique for detecting multiple partial and approximate periodicities. Our approach is exploratory and follows a filter/refine paradigm. In the filter phase we introduce an autocorrelation-based algorithm that produces a set of candidate partial periodicities. The algorithm is extended to capture approximate periodicities. In the refine phase we effectively prune invalid periodicities. We conducted a series of experiments with various real-world data sets to test the performance and verify the quality of the results.",1
Data Mining in Biological Data,2005,https://scholar.archive.org/work/afnkhng7tnflvi5xe3w2lknw3y/access/wayback/http://lpis.csd.auth.gr:80/publications/Biological_Data_Mining.pdf,"At the end of the 1980’sa new discipline, named data mining, emerged. The introduction of new technologies such as computers, satellites, new mass storage media and many others have lead to an exponential growth of collected data. Traditional data analysis techniques often fail to process large amounts of-often noisy-data efficiently, in an exploratory fashion. The scope of data mining is the knowledge extraction from large data amounts with the help of computers. It is an interdisciplinary area of research, that has its roots in databases, machine learning, and statistics and has contributions from many other areas such as information retrieval, pattern recognition, visualization, parallel and distributed computing. There are many applications of data mining in real world. Customer relationship management, fraud detection, market and industry characterization, stock management, medicine, pharmacology, and biology are some examples (Two Crows Corporation, 1999). Recently, the collection of biological data has been increasing at explosive rates due to improvements of existing technologies and the introduction of new ones such as the microarrays. These technological advances have assisted the conduct of large scale experiments and research programs. An important example is the Human Genome Project, that was founded in 1990 by the US Department of Energy and the US National Institutes of Health (NIH) and was completed in 2003 (US Department of Energy Office of Science, 2004). A representative example of the rapid biological data accumulation is the exponential growth of GenBank (Figure 1), the US NIH genetic sequence …",0
Modeling Information Extraction Wrappers with Conceptual Graphs,2004,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1062.9019&rep=rep1&type=pdf,"In this paper, we propose the use of the Conceptual Graphs knowledge representation and reasoning formalism to model information extraction wrappers (CG-Wrappers). An information extraction wrapper is a mapping that populates a data repository with implicit objects that exist inside a given web page. Creating a wrapper, usually involves some training by which the wrapper learns to identify the desired information based, mainly, on the surrounding HTML elements. In the paper, we demonstrate how the generalization, specialization and projection operations of the Conceptual Graph theory, naturally support semi-automatic wrapper induction and wrapper evaluation. The proposed modeling approach is flexible enough to support wrapper reuse, enabling us in that way to create more complex wrappers.",1
Rule induction for automatic configuration of planning systems,2003,http://lpis.csd.auth.gr/publications/TR-LPIS-142-03.pdf,"This paper presents a methodology for building an adaptive planning system, which automatically fine-tunes its planning parameters according to the morphology of the problem in hand, through a combination of Planning, Machine Learning and Knowledge-Based techniques. The adaptation is guided by a rule-based system that sets planner configuration parameters based on measurable characteristics of the problem instance. The knowledge of the rule system has been acquired through a rule induction algorithm. Specifically, the approach of propositional rule learning was applied to a dataset produced by results from experiments on a large number of problems from various domains, including those used in the three International Planning Competitions. The validity of our methodology is assessed through thorough experimental results that demonstrate the boost in performance of the planning system in problems of both known and unknown domains.",1
Similarity based distributed classification,2002,https://www.academia.edu/download/46076415/Similarity_Based_Distributed_Classificat20160530-23643-inngf5.pdf,"Most distributed knowledge discovery approaches view data distribution as a technical issue and combine local models aiming at a single global model. This however, is unsuitable for inherently distributed databases, which often produce models that differ semantically. In this paper we present an approach for distributed classification that uses the pairwise similarity of local models in order to produce a better model for each of the distributed databases. This is achieved by averaging the decisions of all local models weighted by their similarity with the model induced from the origin of the unlabelled data.",1
FUNAGES: an expert system for fundus fluorescein angiography,2001,https://journals.sagepub.com/doi/abs/10.1177/146045820100700317,"FUNAGES is an expert system that deals with the interpretation of fundus fluorescein angiography. Fluorescein angiography is an extremely valuable clinical test that provides information about the circulatory system of the ocular fundus (the back of the eye) not attainable by routine examination. The different appearance of fluorescein, in place and time and the classification of the fundus diseases render angiography a dynamic, cinematographic and deductive diagnostic method. Therefore, ability to interpret fundus fluorescein angiograms allows an ophthalmologist specializing in ocular fundus diseases to follow a systematic, orderly and logical line of reasoning that leads to a proper diagnosis. FUNAGES was developed to simulate such logical reasoning, in order to train inexperienced ophthalmologists in the interpretation of angiograms. The system achieved its purpose via a graphical user interface and a …",0
Land Evaluation-An Artificial Intelligence Approach,2001,https://www.igi-global.com/chapter/land-evaluation-artificial-intelligence-approach/18533,"A major environmental concern of today’s scientists is the inefficient exploitation of natural resources. The land is the ultimate source of wealth and the foundation on which civilization is constructed. Inappropriate land use, leads to destruction of the land resource, poverty and other social problems, and even to the destruction of civilization. To avoid such phenomena, land evaluation is employed, for rational land use planning and appropriate and sustainable use of natural and human resources (Rossiter, 1994). The management of land use is an interdisciplinary activity that relies on large amounts of information from different sources. Land evaluators need to collect information from soil surveyors, climatologists and census takers on land resource. They also need the expert knowledge of soil scientists, agronomists and economists on land use. In addition, land evaluators must select and apply the most appropriate …",0
AI Planning for Transportation Logistics,2001,https://www.researchgate.net/profile/Nick-Bassiliades/publication/2402645_Ai_Planning_For_Transportation_Logistics/links/0912f50af8568f30af000000/Ai-Planning-For-Transportation-Logistics.pdf,"In the last decade the efficiency of the Artificial Intelligence Planning Systems has been increased significantly. New systems appeared that are able to cope with planning problems being orders of magnitude more complex than the ones solvable in early 90's. This vast improvement increase was made possible mainly by three new approaches in plan generation: planning graphs, satisfiability planning and heuristic state-space planning. The latter approach, which is the most powerful one, derives a heuristic function from the specification of a planning problem, independently of its domain, and uses it for guiding the search through the space of the states. During the last years appeared many heuristic state-space planners, such as ASP, HSP, GRT and FF, which were able to solve large transportation logistics problems, with numerous locations, trucks and objects that have to be transferred, very efficiently, as it has been shown in the recent international planning competitions.This paper briefly presents the current status in domain-independent heuristic state-space planning and concentrates on the GRT and MO-GRT planners, where the latter is a recent extension of GRT being able to consider multiple criteria in the plan generation and evaluation process. Finally, the paper outlines results of running MO-GRT in some transportation logistics problems and poses directions for future research.",1
CG-PerLS: Conceptual Graphs for Personalized Learning Systems,2001,https://www.researchgate.net/profile/Fotis-Kokkoras/publication/228679216_CG-PerLS_Conceptual_Graphs_for_Personalized_Learning_Systems/links/0912f5075bc62cb8cd000000/CG-PerLS-Conceptual-Graphs-for-Personalized-Learning-Systems.pdf,"Two of the most important standardization efforts for e-learning technologies are related to the definition of metadata describing educational resources and metadata describing the learner's profile. The internal details of systems that utilize these metadata is still an open issue since these efforts are primarily dealing with"" what"" and not"" how"". Under the light of these emerging efforts, we present CG-PerLS, a knowledge based approach for organizing and accessing educational resources. CG-PerLS is a model of a WWW portal for learning objects that encodes the learning technologies metadata in the Conceptual Graph knowledge representation formalism, and uses related inference techniques to provide advanced, personalized functionality. CG-PerLS allows learning resource creators to manifest their material, client-side learners to access these resources in a way tailored to their individual profile and educational needs, and dynamic course generation based on fine or coarse grained educational resources.",1
Active Knowledge-Based Systems: Techniques and Applications,2000,https://intelligence.csd.auth.gr/wp-content/uploads/2019/03/academic-chapter1.pdf,"This chapter focuses on Active Knowledge Base Systems and more specifically it presents various implementation techniques that are used by the numerous systems found in the literature and on applications made based on such systems. Systems are compared based on the different techniques and on their efficiency on various applications. Finally, the Active Object-Oriented Knowledge Base System DEVICE is thoroughly described giving emphasis on its advantages against similar systems. Furthermore, two applications based on the DEVICE system are described: Deductive Databases and Data Warehouses.",1
An operator distribution method for parallel planning,2000,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.589.5988&rep=rep1&type=pdf,"This paper presents the Operator Distribution Method for Parallel Planning (ODMP), a parallelization method especially suitable for heuristic planners. ODMP distributes the process of finding and applying the ground applicable actions to a given state, to the set of the available processors. The operator schemas of the domain are distributed to the available processors in a dynamic manner. In order to utilize a larger number of processors and to achieve better load balancing, the set of the domain’s operators is initially expanded by considering all the possible instantiations of their first argument. The proposed method, ODMP, is an effective parallelization method for heuristic planners, but it can also be applied to planners that embody other search strategies as well. We implemented ODMP in a best first planner that uses a domain specific heuristic for logistics problems and tested its efficiency on a variety of problems, adopted from the AIPS-98 planning competition.",1
Communicating sequential processes for distributed constraint satisfaction,2006,https://www.sciencedirect.com/science/article/pii/S0020025504003421,"CSPCONS is a programming language that supports program execution over multiple Prolog processes with constraints. The language is an extended version of Csp-ii, a version of Prolog that supports channel-based communicating processes and TCP/IP communication, that is based on the CSP model introduced by Hoare. Cspcons inherits all the advanced features of Csp-ii and extends it by introducing constraint solving capabilities to the processes. In Cspcons each Prolog process has one or more solvers attached and each solver is independent from the others, following the original Csp-ii model, thus resulting to a communicating sequential constraint logic programming system. Such a model can facilitate greatly the implementation of distributed CLP applications. This paper describes the original Csp-ii system along with details of the extensions that resulted to the Cspcons system and presents an example …",0
Predicting missing values in a home care database using an adaptive uncertainty rule method,2005,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0038-1634020,"  Objectives:  Contemporary literature illustrates an abundance of adaptive algorithms for mining association rules. However, most literature is unable to deal with the peculiarities, such as missing values and dynamic data creation, that are frequently encountered in fields like medicine. This paper proposes an uncertainty rule method that uses an adaptive threshold for filling missing values in newly added records. A new approach for mining uncertainty rules and filling missing values is proposed, which is in turn particularly suitable for dynamic databases, like the ones used in home care systems.  Methods:  In this study, a new data mining method named FiMV (Filling Missing Values) is illustrated based on the mined uncertainty rules. Uncertainty rules have quite a similar structure to association rules and are extracted by an algorithm proposed in previous work, namely AURG (Adaptive Uncertainty Rule …",0
HAP RC: an automatically configurable planning system,2005,https://content.iospress.com/articles/ai-communications/aic335,"This paper presents an adaptive planning system, called HAP RC, which automatically fine-tunes its planning parameters according to the morphology of the problem in hand, through a combination of Planning, Machine Learning and Knowledge-Based techniques. The adaptation is guided by a rule-based system that sets planner configuration parameters based on measurable characteristics of the problem instance. The knowledge of the rule system has been acquired through a rule induction algorithm. Specifically, the approach of propositional rule learning was applied to a dataset produced by results from experiments on a large number of problems from various domains, including those used in the three International Planning Competitions. The improvement of the adaptive system over the original planner is assessed through thorough experiments in problems of both known and unknown domains.",1
ViTAPlan: A Visual Tool for Adaptive Planning,2003,http://delab.csd.auth.gr/~bci1/Panhellenic/167vrakas.pdf,"This paper presents a friendly visual tool for HAP, a ruleconfigurable planning system, which automatically adapts to each problem, in order to achieve best performance. HAP analyzes the problem and uses a rule system in order to configure the planning parameters in a way that best suites the morphology of the problem. The visual tool enables the user to use the planning system, get advice from the built-in rule system and even interfere with it. ViTAPlan also contains a visual designer, based on the Planning Domain Definition Language, that enables the user to create new planning domains and problems in a graphical way and get visual representations of existing ones. Furthermore the tool contains a module that simulates the execution of the plan and illustrates the changes in the world, which follow the application of each action in the plan.",1
COMFRESH: a common framework for expert systems and hypertext,1995,https://www.sciencedirect.com/science/article/pii/030645739500004Z,"Intelligent hypertext is a promising approach to information systems, because it combines the power of inference of expert systems and the intuitive power of hypertext. In this paper we propose the “COMFRESH”, a common framework for expert systems and hypertext. It is based on a Prolog interpreter and uses the conceptual graph knowledge representation formalism for browsing and reasoning. COMFRESH can be used as a knowledge based hypertext (intelligent hypertext) or as an expert system with hypertext capabilities.",1
Predicting the average size of blasted rocks in aggregate quarries using artificial neural networks,2019,https://link.springer.com/article/10.1007/s10064-018-1270-1,"The prediction of the average size of fragments in blasted rock piles produced after blasting in aggregate quarries is essential for decresing the cost of crushing and secondary breaking. There are several conventional and advanced processes to estimate the size of blasted rocks. Among these, the empirical prediction of the expected fragmentation in most cases is carried out by Kuznetsov’s equation (Sov Min Sci 9:144–148, 1973), modified by Lilly (1986) and Cunningham (1987). The present research focuses on the effect of the engineering geological factors and blasting process on the blasted fragments using a more powerful, advanced computational tool, an artificial neural network. In particular, the blast database consists of the blastability index of limestone on the pit face, the quantities of the explosives and of the blasted rock pile, assessing the interaction of these parameters on the blasted rocks …",0
A novel bacteria-based broadcast system exploiting chemotaxis,2016,https://dl.acm.org/doi/abs/10.1145/2967446.2967482,"Bacterial and molecular-based communication has recently emerged as one of the paradigms for establishing communication environments in the nanoscale. This paper presents a novel bacteria-based communication system exploiting the phenomenon of chemotaxis. Such a system could provide solutions in applications with the requirement for biocompatibility or low power consumption. In order to demonstrate and investigate the properties of this system, a simulator was employed and experiments were performed, where bits were transmitted using bacteria release pulses and successfully received at a sensor node. The experiments highlight the value of the chemotaxis phenomenon for augmenting information transfer as well as the influence of the parameters of distance and number of bacteria per pulse on the received signal strength and achievable bit error rate.",1
Learning to play monopoly: A reinforcement learning approach,2014,http://lpis.csd.auth.gr/publications/AISB.pdf,"Reinforcement Learning is a rather popular machine learning paradigm which relies on an agent interacting with an environment and learning through trial and error to maximize the cummulative sum of rewards received by it. In this paper, we are proposing a novel representation of the famous board game Monopoly as a Markov Decision Process and a Reinforcement Learning agent capable of playing and learning winning strategies. The conclusions drawn from the experiments are particularly positive, since the proposed agent demonstrated intelligent behavior and high win rates against different types of agent-players.",1
Machine learning and data mining in bioinformatics,2009,https://www.igi-global.com/chapter/machine-learning-data-mining-bioinformatics/20747,"Machine learning is one of the oldest subfields of artificial intelligence and is concerned with the design and development of computational systems that can adapt themselves and learn. The most common machine learning algorithms can be either supervised or unsupervised. Supervised learning algorithms generate a function that maps inputs to desired outputs, based on a set of examples with known output (labeled examples). Unsupervised learning algorithms find patterns and relationships over a given set of inputs (unlabeled examples). Other categories of machine learning are semi-supervised learning, where an algorithm uses both labeled and unlabeled examples, and reinforcement learning, where an algorithm learns a policy of how to act given an observation of the world.",1
Induction as a search procedure,2008,https://www.igi-global.com/chapter/induction-search-procedure/5323,"This chapter introduces Inductive Logic Programming (ILP) from the perspective of search algorithms in Computer Science. It first briefly considers the Version Spaces approach to induction, and then focuses on Inductive Logic Programming: from its formal definition and main techniques and strategies, to priors used to restrict the search space and optimized sequential, parallel, and stochastic algorithms. The authors hope that this presentation of the theory and applications of Inductive Logic Programming will help the reader understand the theoretical underpinnings of ILP, and also provide a helpful overview of the State-of-the-Art in the domain.",1
A visual programming tool for designing planning problems for semantic web service composition,2008,https://www.igi-global.com/chapter/visual-languages-interactive-computing/31045,"This chapter is concerned with the issue of knowledge representation for AI Planning problems, especially those related to Semantic Web Service composition. It discusses current approaches in encoding planning problems using the PDDL formal language and it presents ViTAPlan, a user-friendly visual tool for planning. More than just being a user friendly environment for executing the underlying planner, the tool serves as a unified planning environment for encoding a new problem, solving it, visualizing the solution and monitoring its execution on a simulation of the problem’s world. The tool consists of various sub-systems, each one accompanied by a graphical interface, which collaborate with each other and assist the user, either a knowledge engineer, a domain expert, an academic or even an end-user in industry, to carry out complex planning tasks, such as composing complex Semantic Web Services from …",0
Accurate classification of SAGE data based on frequent patterns of gene expression,2007,https://ieeexplore.ieee.org/abstract/document/4410269/,"In this paper we present a method for classifying accurately SAGE (serial analysis of gene expression) data. The high dimensionality of the data, namely the large number of features, in combination with the small number of samples poses a great challenge and demands more accurate and robust algorithms for classification. The prediction accuracy of the up to now proposed approaches is moderate. In our approach we exploit the associations among the expressions of genes in order to construct more accurate classifiers. For validating the effectiveness of our approach we experimented with two real datasets using numerous feature selection and classification algorithms. The results have shown that our approach improves significantly the classification accuracy, which reaches 99%.",1
A visualization environment for planning,2005,https://www.worldscientific.com/doi/abs/10.1142/S0218213005002491,"This article presents ViTAPlan-2, a visual tool for adaptive  planning that is build on top of HAPRC, a rule-configurable  planning system, which automatically adapts to each problem,  in order to achieve best performance. Apart from HAPRC, ViTAPlan  can be interfaced with any other planning system that supports the  PDDL language. More than just being a user friendly environment  for executing the underlying planner, the tool serves as a  unified planning environment for encoding a new problem problem,  solving it, visualizing the solution and monitoring its execution on a simulation of the problem's word. The tool consists of various  sub-systems, each one accompanied by a graphical interface,  that collaborate with each other and assist the user, whether  he is a knowledge engineer, a domain expert, an academic or even  an end user in industry, to carry out complex planning tasks.",1
Applying neural networks with active neurons to sea-water quality measurements,2005,https://www.academia.edu/download/37730122/hatzikos_et_al_1.pdf,"This study examines the presence of either linear or nonlinear relationships between a number of popular sea-water quality indicators such as water temperature, pH, amount of dissolved oxygen and turbidity. The data are obtained from a set of sensors in an underwater measurement station. The neural networks with active neurons are applied to the prediction of each one of the above four indicators and their performance is compared against a benchmark prediction method known as the random walk model. The random walk model is the simpler prediction method, which accepts as the best prediction for a variable its current value. The neural network with active neurons is a black box method, which contrary to neural networks with passive neurons does not require a long set of training data. The results show that for daily predictions the neural network with active neurons is able to beat the random walk model with regard to directional accuracy, namely the direction (upward or downwards) of the modelling object in the next day.",1
Deep reinforcement learning: A state-of-the-art walkthrough,2020,http://www.jair.org/index.php/jair/article/view/12412,"Deep Reinforcement Learning is a topic that has gained a lot of attention recently, due to the unprecedented achievements and remarkable performance of such algorithms in various benchmark tests and environmental setups. The power of such methods comes from the combination of an already established and strong field of Deep Learning, with the unique nature of Reinforcement Learning methods. It is, however, deemed necessary to provide a compact, accurate and comparable view of these methods and their results for the means of gaining valuable technical and practical insights. In this work we gather the essential methods related to Deep Reinforcement Learning, extracting common property structures for three complementary core categories: a) Model-Free, b) Model-Based and c) Modular algorithms. For each category, we present, analyze and compare state-of-the-art Deep Reinforcement Learning algorithms that achieve high performance in various environments and tackle challenging problems in complex and demanding tasks. In order to give a compact and practical overview of their differences, we present comprehensive comparison figures and tables, produced by reported performances of the algorithms under two popular simulation platforms: the Atari Learning Environment and the MuJoCo physics simulation platform. We discuss the key differences of the various kinds of algorithms, indicate their potential and limitations, as well as provide insights to researchers regarding future directions of the field.",1
LionForests: Local interpretation of random forests,2019,https://arxiv.org/abs/1911.08780,"Towards a future where machine learning systems will integrate into every aspect of people's lives, researching methods to interpret such systems is necessary, instead of focusing exclusively on enhancing their performance. Enriching the trust between these systems and people will accelerate this integration process. Many medical and retail banking/finance applications use state-of-the-art machine learning techniques to predict certain aspects of new instances. Tree ensembles, like random forests, are widely acceptable solutions on these tasks, while at the same time they are avoided due to their black-box uninterpretable nature, creating an unreasonable paradox. In this paper, we provide a methodology for shedding light on the predictions of the misjudged family of tree ensemble algorithms. Using classic unsupervised learning techniques and an enhanced similarity metric, to wander among transparent trees inside a forest following breadcrumbs, the interpretable essence of tree ensembles arises. An interpretation provided by these systems using our approach, which we call ""LionForests"", can be a simple, comprehensive rule.",1
Real Time Location Based Sentiment Analysis on Twitter: The AirSent System,2018,https://dl.acm.org/doi/abs/10.1145/3200947.3201052,"The widespread use of Social Media creates great opportunities for businesses to take advantage of. By combining clever techniques, companies can develop powerful data analysis systems to understand their customers. This paper presents a real time sentiment analysis and location inference system, showcased via AirSent, an R-based application designed to assist airline carriers in measuring their passengers' satisfaction. AirSent can download, classify and locate tweets within seconds, presenting the results in interactive maps.",1
Drawing parallels between multi-label classification and multi-target regression,2014,http://users.auth.gr/users/0/9/022090/public_html/publications/slides/spyromitrosECMLPKDD14MTPW.pdf,"Drawing parallels between multi-label classification and multi-target regression Page 1 
International Workshop on Multi-Target Prediction Nancy, France, September 15th, 2014 
Drawing Parallels between Multi-label Classification and Multi-target Regression Grigorios 
Tsoumakas, Eleftherios Spyromitros-Xioufis, and Ioannis Vlahavas Drawing Parallels between 
Multi-label Classification and Multi-target Regression Grigorios Tsoumakas, Eleftherios 
Spyromitros-Xioufis, and Ioannis Vlahavas Machine Learning and Knowledge Discovery (MLKD) 
group Department of Informatics, Aristotle University of Thessaloniki, Greece Page 2 International 
Workshop on Multi-Target Prediction Nancy, France, September 15th, 2014 Drawing Parallels 
between Multi-label Classification and Multi-target Regression Grigorios Tsoumakas, Eleftherios 
Spyromitros-Xioufis, and Ioannis Vlahavas • Two instances of multi-target prediction -& --…",0
A smart university platform for building energy monitoring and savings,2016,https://content.iospress.com/articles/journal-of-ambient-intelligence-and-smart-environments/ais375,"This paper presents a novel, integrated platform for energy monitoring, management and savings in the context of a Smart University Building. Namely, the proposed Smart International Hellenic University (IHU) platform integrates an intelligent, rule-based agent that enforces savings, while a variety of applications offers user interaction with the system and the means for monitoring and management. The application layer is built over a common Web Service middleware, incorporating semantic interoperability. Monitoring applications visualize raw and aggregated sensor readings, such as building energy disaggregation, environmental measurements and data center efficiency. Extensive monitoring capabilities allow users to take immediate action and devise policies towards energy-savings. Such policies are, then, autonomously enforced by the intelligent, hybrid agent, which is capable of both deliberative (long …",0
Reinforcement learning with classifier selection for focused crawling,2008,https://ebooks.iospress.nl/volumearticle/4486,"Focused crawlers are programs that wander in the Web, using its graph structure, and gather pages that belong to a specific topic. The most critical task in Focused Crawling is the scoring of the URLs as it designates the path that the crawler will follow, and thus its effectiveness. In this paper we propose a novel scheme for assigning scores to the URLs, based on the Reinforcement Learning (RL) framework. The proposed approach learns to select the best classifier for ordering the URLs. This formulation reduces the size of the search space for the RL method and makes the problem tractable. We evaluate the proposed approach on-line on a number of topics, which offers a realistic view of its performance, comparing it also with a RL method and a simple but effective classifier-based crawler. The results demonstrate the strength of the proposed approach.",1
Intelligent techniques for planning,2005,https://books.google.com/books?hl=en&lr=&id=-MdQtA2GfT0C&oi=fnd&pg=PR1&dq=info:M2Gw6c72YXwJ:scholar.google.com&ots=v8U0GiUkzh&sig=HGqDoHahpY-HdWegS_8tviBtZLM,"The Intelligent Techniques for Planning presents a number of modern approaches to the area of automated planning. These approaches combine methods from classical planning such as the construction of graphs and the use of domain-independent heuristics with techniques from other areas of artificial intelligence. This book discuses, in detail, a number of state-of-the-art planning systems that utilize constraint satisfaction techniques in order to deal with time and resources, machine learning in order to utilize experience drawn from past runs, methods from knowledge systems for more expressive representation of knowledge and ideas from other areas such as Intelligent Agents. Apart from the thorough analysis and implementation details, each chapter of the book also provides extensive background information about its subject and presents and comments on similar approaches done in the past.",1
Capturing RDF Descriptive Semantics in an Object Oriented Knowledge Base System.,2003,https://www.researchgate.net/profile/Nick-Bassiliades/publication/221024133_Capturing_RDF_Descriptive_Semantics_in_an_Object_Oriented_Knowledge_Base_System/links/0046352616e949e8b4000000/Capturing-RDF-Descriptive-Semantics-in-an-Object-Oriented-Knowledge-Base-System.pdf,"In this paper, we present a deductive object-oriented knowledge base system, called R-DEVICE, which imports RDF data into the CLIPS production rule system as objects and uses a deductive rule language for querying and reasoning about them. In our model properties of resources are not scattered across several triples as in most other RDF storage and querying systems, resulting in increased query per-formance due to less joins. R-DEVICE features a powerful deductive rule language which is able to express arbitrary queries both on the RDF schema and data, including generalized path expressions, strati-fied negation, aggregate, grouping, and sorting, functions, mainly due to the second-order syntax of the rule language which is efficiently translated into sets of first-order logic rules using metadata.",1
A multi-agent coordination framework for smart building energy management,2014,https://ieeexplore.ieee.org/abstract/document/6974838/,"This paper presents a novel energy management framework for multi-agent coordination in smart buildings. The framework builds on top of an existing Service-Oriented middleware for Ambient Intelligence, which offers sensor and actuator functions of wireless devices. The middleware also provides a semantics infrastructure that assists in authoring agent policies for reducing energy consumption and maximizing user comfort. Each agent within the framework is responsible for monitoring the environmental context and controlling the electrical appliances of a specific room. However, the collective behavior of the multi-agent system is controlled by a Coordinator Agent that approves or rejects the allocation of building resources in time, aiming at more ""long-term"" goals that are out of the reach and scope of the individual Room Agents. The agents' underlying logic is expressed via defeasible logics, a formalism …",0
Web Data Management Practices: Emerging Techniques and Technologies: Emerging Techniques and Technologies,2006,https://books.google.com/books?hl=en&lr=&id=1sneHjL-yGQC&oi=fnd&pg=PR1&dq=info:iArsSJN67xAJ:scholar.google.com&ots=tNRw3K_2VY&sig=aGtGOwsi02Qp6CkYpMQc7a--o0U,"New state-of-the-art techniques for analyzing and managing Web data have emerged due to the need for dealing with huge amounts of data which are circulated on the Web. Web Data Management Practices: Emerging Techniques and Technologies provides a thorough understanding of major issues, current practices, and the main ideas in the field of Web data management, helping readers to identify current and emerging issues, as well as future trends in this area. Web Data Management Practices: Emerging Techniques and Technologies presents a complete overview of important aspects related to Web data management practices, such as: Web mining, Web data clustering, and others. This book also covers an extensive range of topics, including related issues about Web mining, Web caching and replication, Web services, and the XML standard.",1
