Title,Publication Year,Publication url,Abstract,Abstract entirety
A review of multi-label classification methods,2006,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.474.6415&rep=rep1&type=pdf,"Nowadays, multi-label classification methods are increasingly required by modern applications, such as protein function classification, music categorization and semantic scene classification. This paper introduces the task of multi-label classification, organizes the sparse related literature into a structured presentation and performs comparative experimental results of certain multi-label classification methods. It also contributes the presentation of an undocumented method and the definition of a concept for the quantification of the multi-label nature of a data set.",1
Ensemble pruning using reinforcement learning,2006,https://link.springer.com/chapter/10.1007/11752912_31,"Multiple Classifier systems have been developed in order to improve classification accuracy using methodologies for effective classifier combination. Classical approaches use heuristics, statistical tests, or a meta-learning level in order to find out the optimal combination function. We study this problem from a Reinforcement Learning perspective. In our modeling, an agent tries to learn the best policy for selecting classifiers by exploring a state space and considering a future cumulative reward from the environment. We evaluate our approach by comparing with state-of-the-art combination methods and obtain very promising results.",1
Real-time and cost-effective limitation of misinformation propagation,2016,https://ieeexplore.ieee.org/abstract/document/7517790/,"Online Social Networks (OSNs) constitute one of the most important communication channels and are widely utilized as news sources. Information spreads widely and rapidly in OSNs through the word-of-mouth effect. However, it is not uncommon for misinformation to propagate in the network. Misinformation dissemination may lead to undesirable effects, especially in cases where the non-credible information concerns emergency events. Therefore, it is essential to timely limit the propagation of misinformation. Towards this goal, we suggest a novel propagation model, namely the Dynamic Linear Threshold (DLT) model, that effectively captures the way contradictory information, i.e., misinformation and credible information, propagates in the network. The DLT model considers the probability of a user alternating between competing beliefs, assisting in either the propagation of misinformation or credible news. Based …",0
Modern applications of machine learning,2006,https://intelligence.csd.auth.gr/wp-content/uploads/2019/03/tzanis_seerc06.pdf,"A cognitive system tries to understand the concepts of its environment by using a simplified interpretation of this environment called model. The procedure of constructing such a model is called inductive learning. Moreover, a cognitive system is able to organize its experience by constructing new structures called patterns. The construction of models and patterns by a cognitive system using a dataset is called machine learning. Machine learning tasks can be classified into the following two groups:",1
Mining domain-specific dictionaries of opinion words,2014,https://link.springer.com/chapter/10.1007/978-3-319-11749-2_4,"The task of opinion mining has attracted interest during the last years. This is mainly due to the vast availability and value of opinions on-line and the easy access of data through conventional or intelligent crawlers. In order to utilize this information, algorithms make extensive use of word sets with known polarity. This approach is known as dictionary-based sentiment analysis. Such dictionaries are available for the English language. Unfortunately, this is not the case for other languages with smaller user bases. Moreover, such generic dictionaries are not suitable for specific domains. Domain-specific dictionaries are crucial for domain-specific sentiment analysis tasks. In this paper we alleviate the above issues by proposing an approach for domain-specific dictionary building. We evaluate our approach on a sentiment analysis task. Experiments on user reviews on digital devices demonstrate the utility of the …",0
Multilabel Text Classifcation for Automated Tag Suggestion,2008,Unknown,Unknown,1
E-Mail. Mining: Emerging. Techniques. for.,2007,https://books.google.com/books?hl=en&lr=&id=1sneHjL-yGQC&oi=fnd&pg=PA219&dq=info:GkcDrECzQx4J:scholar.google.com&ots=tNRw3K-2MS&sig=dGewLCXIVU631GKLeoBv8ift4tk,"E-mail has met tremendous popularity over the past few years. People are sending and receiving many messages per day, communicating with partners and friends or exchanging files and information. Unfortunately, the phenomenon of e-mail overload has grown over the past years, becoming a personal headache for users and a financial issue for companies. In this chapter, we will discuss how disciplines like machine learning and data mining can contribute to the solution of the problem by constructing intelligent techniques that automate e-mail managing tasks and what advantages they hold over other conventional solutions. We will also discuss the particularity of e-mail data and what special treatment they require. Some interesting e-mail mining applications like mail categorization, summarization, automatic answering, and spam filtering will also be presented.",1
Classification of Concept Drifting Data Streams–Bibliography,1996,https://www.academia.edu/download/42207527/conceptdrift_bibliography.pdf,"Classification of Concept Drifting Data Streams – Bibliography Page 1 Classification of Concept 
Drifting Data Streams – Bibliography Ioannis Katakis, Grigorios Tsoumakas and Ioannis 
Vlahavas Department of Informatics, Aristotle University of Thessaloniki 54124 Thessaloniki, 
Greece {katak, greg, vlahavas}@csd.auth.gr Last Update: May 5, 2008 [1] Domingos, P. and 
Hulten, G., Mining high-speed data streams. Knowledge discovery and data mining, 2000: p. 
71-80. [2] Fan, W. Systematic data selection to mine concept-drifting data streams. in Tenth 
ACM SIGKDD international conference on Knowledge Discovery and Data Mining. 2004. 
Seattle, WA, USA: ACM Press: p. 128-137. [3] Forman, G. Tackling Concept Drift by Temporal 
Inductive Transfer. in 29th International ACM SIGIR Conference on Research and Development 
in Information Retrieval. 2006. Washington, USA: ACM Press: p. 252-259. [4] Hulten, G., , L., -…",0
User-centred privacy inference detection for smart home devices,0,http://ailab.unic.ac.cy/wp-content/uploads/2021/10/Kounoudes_SmartWorld21.pdf,"In the smart home, vast amounts of data are being collected via various interconnected devices. Although this assists in improving the quality of life at home, often the user is not aware of the details concerning data collection apart from the information available on the provider privacy policy. It is however important to put the user inside this loop of information, so that she is well informed on possible uses of the data and the potential risks that this may entail. Previous works have identified user activity inside the smart home and have pointed out privacy threats. In this work, we go one step further by offering data inference techniques and giving this information back to the user. We use a number of machine learning techniques to draw conclusions about the user routines or activities and we inform the user about our findings concerning data inferences through a dedicated web application. Our aim is toward user-centred privacy and is a proof of concept that can be reused by smart home and Internet of Things service providers in general in order to improve the services offered to the end-users. Our results indicate that a large number of data inferences are possible by using a combination of techniques.",1
Detection and Delineation of Events and Sub-Events in Social Networks Download PDF Open Website,0,https://scholar.google.com/scholar?cluster=11409542396326081400&hl=en&oi=scholarr,"We define and solve the problem of event detection and delineation as a task of identifying events and decomposing them to their major sub-events, with a description and a timeline. We propose DeLi, an algorithm that focuses on providing such an understanding of events and sub-events. DeLi, to the best of our knowledge, is the first method that addresses the problem in a generic stream of text, and in an online fashion. Extensive evaluation on social streaming data demonstrates that, by combining the structure of a social network with content attributes, our method outperforms the state-of-the-art techniques.",1
Revealing the Hidden Links in Content Networks: An Application to Event Discovery Download PDF,0,https://scholar.google.com/scholar?cluster=6402299805199867193&hl=en&oi=scholarr,"Social networks have become the de facto online resource for people to share, comment on and be informed about events pertinent to their interests and livelihood, ranging from road traffic or an illness to concerts and earthquakes, to economics and politics. This has been the driving force behind research endeavors that analyse such data. In this paper, we focus on how Content Networks can help us identify events effectively. Content Networks incorporate both structural and content-related information of a social network in a unified way, at the same time, bringing together two disparate lines of research: graph-based and content-based event discovery in social media. We model interactions of two types of nodes, users and content, and introduce an algorithm that builds heterogeneous, dynamic graphs, in addition to revealing content links in the network's structure. By linking similar content nodes and tracking …",0
Emerging Learning Paradigms and Applications for Smart Cities,0,https://scholar.google.com/scholar?cluster=12585527738769240663&hl=en&oi=scholarr,Unknown,1
